Date,MKT,SMB,HML,MOM,BAB,QMJ
4/30/2015,0.0087463,-0.0131562,0.0238109,-0.0789042,-0.0217842,-0.0111138
5/29/2015,0.0110182,0.0006262,-0.0225762,0.0640293,0.0268616,0.0026049
6/30/2015,-0.0187553,0.0166522,-0.0184253,0.0341243,0.0197557,0.0244154
7/31/2015,0.0113643,-0.0380933,-0.0457967,0.1040874,0.0550407,0.0186325
8/31/2015,-0.0607591,0.008898,0.0150143,-0.0170322,-0.0152549,0.0182684
9/30/2015,-0.0345284,-0.0343387,-0.0082865,0.0708284,0.0564108,0.0560656
10/30/2015,0.0743719,-0.0161844,0.0005163,-0.029781,-0.0102452,0.0023142
11/30/2015,0.002763,0.0158888,-0.0193041,0.0288036,0.0135151,0.0073489
12/31/2015,-0.0231864,-0.0284933,-0.0206769,0.0401778,0.0257757,0.0129435
1/29/2016,-0.059352,-0.0348777,0.0103917,0.0255993,0.0072006,0.0785736
2/29/2016,0.0009434,0.0079948,0.0021962,-0.047876,-0.0060457,0.0229241
3/31/2016,0.0712998,0.0105543,0.0310187,-0.0539436,-0.0244161,-0.0223054
4/29/2016,0.0119654,0.0186288,0.053438,-0.0610372,-0.0261005,-0.0492178
5/31/2016,0.0149429,-0.0075459,-0.0258554,0.0238806,0.0223377,0.0052648
6/30/2016,0.0023499,-0.000121,0.0135124,0.048462,0.0289204,0.0077562
7/29/2016,0.0387537,0.0214449,-0.0172148,-0.025067,0.0232343,-0.0007723
8/31/2016,0.0029529,0.0106246,0.0097166,-0.0348139,-0.0182872,0.0017325
9/30/2016,0.0027785,0.0157061,0.0011524,-0.0031626,-0.0019691,-0.0314495
10/31/2016,-0.0222199,-0.0357476,0.0235514,0.0045452,0.0106702,0.0279698
11/30/2016,0.0439609,0.0435483,0.0400928,-0.0379879,-0.0160936,0.0061913
12/30/2016,0.0186163,0.0029787,0.0205535,-0.0052488,0.0377788,0.015418
1/31/2017,0.0215917,-0.0060421,-0.0026888,-0.003126,0.0008294,-0.0260884
2/28/2017,0.0325021,-0.0184644,-0.0319247,-0.0170285,0.0186401,0.0128713
3/31/2017,0.0013465,0.0063074,-0.0215623,-0.0087517,0.0132192,0.0082175
4/28/2017,0.0081204,0.0006821,-0.0294744,0.0013484,0.0204501,0.0241417
5/31/2017,0.007804,-0.028878,-0.0356657,0.0193942,0.0229821,0.0225928
6/30/2017,0.010092,0.0220462,-0.0004844,-0.0037781,-0.0001448,-0.0138583
7/31/2017,0.019067,-0.0145524,0.0001125,0.0186256,0.0018541,-0.0073243
8/31/2017,0.0001842,-0.0131363,-0.0151068,0.032194,-0.000828,-0.0033418
9/29/2017,0.0240515,0.0358309,0.0064701,-0.0144516,-0.0020914,-0.0033228
10/31/2017,0.0184618,-0.0162388,-0.0114893,0.0540875,0.0026042,0.0216003
11/30/2017,0.0276897,-0.0001339,-0.0073576,-0.0001928,0.0200983,0.0225596
12/29/2017,0.0107907,-0.0078786,0.0082852,-0.0240478,0.0048087,-0.0156051
1/31/2018,0.049787,-0.0273284,-0.0252718,0.0368933,-0.0002284,0.008915
2/28/2018,-0.040689,0.0013318,-0.026091,0.04055,-0.0195441,0.0168661
3/30/2018,-0.0203862,0.0311728,0.0072518,-0.0095456,0.0247651,-0.0025909
4/30/2018,0.0040311,0.0111653,0.0119988,-0.0122273,0.0009488,-0.0142579
5/31/2018,0.0259791,0.0426449,-0.0308397,0.0247362,0.0062173,-0.0059435
6/29/2018,0.0044696,0.0086541,-0.0110023,-0.0224075,0.0243101,0.0078666
7/31/2018,0.0301155,-0.0223038,-0.0024612,-0.0143483,-0.00362,0.0152334
8/31/2018,0.0308904,0.0105974,-0.0478539,0.048104,-0.0121821,0.003937
9/28/2018,-0.0008083,-0.0226561,0.0026054,0.0012903,-0.0062513,0.0027056
10/31/2018,-0.0766569,-0.0323809,0.0357941,-0.014191,0.0211815,0.036318
11/30/2018,0.0165164,-0.0161397,-0.0121027,-0.0098297,-0.0005511,0.0219695
12/31/2018,-0.0955425,-0.023096,-0.0116058,0.0250084,0.0000311,0.0146081
1/31/2019,0.0885621,0.0267684,-0.0014322,-0.0712565,-0.0069209,-0.0364885
2/28/2019,0.0327958,0.0248727,-0.0347352,0.0034955,0.0001119,-0.0024313
3/29/2019,0.0108424,-0.0317507,-0.0203255,0.0280632,0.0027302,-0.0086983
4/30/2019,0.0366771,-0.0157417,0.004096,-0.022972,-0.0012803,0.0226011
5/31/2019,-0.0652135,-0.0138943,-0.0151256,0.0847103,0.0423406,-0.0040071
6/28/2019,0.0684443,-0.0048418,-0.0141566,-0.0151887,-0.0004479,0.0010337
7/31/2019,0.0101828,-0.0108396,-0.0080949,0.0299338,0.0213298,0.0172716
8/30/2019,-0.0231384,-0.0309706,-0.043015,0.0707896,0.0241151,0.0059251
9/30/2019,0.0145917,0.0026498,0.0530004,-0.0517612,-0.0116284,0.0161365
10/31/2019,0.0176933,-0.0030881,-0.021599,0.0124808,-0.0041774,0.0013848
11/29/2019,0.0353717,0.0044737,-0.0200121,-0.0225615,-0.0283363,-0.0198363
12/31/2019,0.027679,0.0163271,0.0214762,-0.0263664,-0.002968,-0.025233
1/31/2020,-0.0033166,-0.0288324,-0.0685032,0.06582,0.0416718,-0.0134072
2/28/2020,-0.081568,0.0014667,-0.0295543,0.0050709,-0.0360481,-0.0142124
3/31/2020,-0.1450382,-0.0729597,-0.1299964,0.0747149,-0.0964436,0.0701349
4/30/2020,0.1347127,0.0609891,0.011704,-0.0868794,-0.0179132,-0.0288129
5/29/2020,0.0551616,0.0175741,-0.0411248,-0.0116165,0.0446662,-0.02799
6/30/2020,0.0263191,0.0322575,-0.025025,-0.0103956,0.0508349,-0.0101318
7/31/2020,0.0558871,-0.0143797,-0.0197924,0.0694865,0.0648807,0.0047301
8/31/2020,0.0710087,-0.0016851,-0.0142195,-0.001519,-0.0398143,0.0042451
9/30/2020,-0.0356738,0.0038817,-0.0139207,0.0353745,0.0129366,0.0006735
10/30/2020,-0.0222657,0.027351,0.0279726,-0.0202345,-0.0200838,0.0102215
11/30/2020,0.1277171,0.0566503,0.0525731,-0.1683483,-0.0506022,-0.0907425
12/31/2020,0.0462467,0.0368642,-0.0158974,-0.0092776,0.0536681,-0.0113172
1/29/2021,-0.0020874,0.0530167,0.0297797,-0.0050148,0.1072148,-0.0472026
2/26/2021,0.0288692,0.0294091,0.072181,-0.0755235,-0.0192865,0.0034979
3/31/2021,0.0316075,-0.0193726,0.0512367,-0.0451848,-0.0297988,0.0476917
4/30/2021,0.0481859,-0.0253646,-0.0113098,0.0089935,0.0032463,0.0213003
5/31/2021,0.0061387,-0.0004395,0.0647056,0.0115759,-0.0074513,0.0168334
6/30/2021,0.0252523,0.0129963,-0.0460796,0.0273493,0.0025843,-0.0238827
7/30/2021,0.010863,-0.0373499,-0.0264616,-0.0283111,0.0376225,0.0674195
8/31/2021,0.0271279,-0.0056503,-0.003452,0.0214753,0.0037416,-0.00281
9/30/2021,-0.0423276,0.013902,0.0592137,0.0186226,-0.0225865,-0.019158
10/29/2021,0.0659987,-0.0251113,-0.0072603,0.0399543,0.0132846,0.0188039
11/30/2021,-0.017855,-0.0161321,-0.0174921,0.0161528,0.0056174,0.055628
12/31/2021,0.0336126,-0.0211611,0.0297181,-0.0189965,0.035298,0.041048
